,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL,수요
1860,플라잉캣,통신 판매업,3.0,2018.0,중소기업,5361.0,서울특별시 강남구,서버/백엔드,"소프트웨어,원칙,준수,운용,인프라,관리,확장,최적화,프로젝트,리딩,신규,SOLID,ACID,Pattern language,NestJS,Software Product,IaC,SRE,TDD,BDD",3,"운용,호환성,활용경험,설계자,복잡,도메인,성능,최적화,가격,소프트웨어,원칙,준수자,논술,포트폴리오,Docker_x000D_
MySQL_x000D_
Node,js_x000D_
TypeScript_x000D_
NestJS_x000D_
TypeORM_x000D_
Redis_x000D_
AWS Elastic Beanstalk_x000D_
AWS EC,AWS S,AWS CloudFront_x000D_
AWS Simple Email Service,AWS SES,AWS Simple Queue Service,AWS SQS,AWS Simple Notification Service,AWS SNS,MariaDB_x000D_
Terraform_x000D_
GitLab,RFC,RFC,RESTful API,Pattern language,Generic,Type Theory,OOP,FRP Paradigm,Sync,TDD,BDD,proxy buffering tuning,RI,SP,SI,GitOps,Java,Typescript,Agile Scrum,Kanban Process,Scrum master",https://career.programmers.co.kr/job_positions/16502,https://www.sync.day,
1861,AB180,응용 소프트웨어 개발 및 공급업,101.0,2015.0,중소기업,2720000.0,서울특별시 서초구,서버/백엔드,"백엔드,존재,Flask,Django,Spring,framework",1,"클라우드,컴퓨팅,마케팅,도메인,AWS EC,AWS ECS_x000D_
AWS Lambda_x000D_
Docker_x000D_
Kubernetes_x000D_
Python_x000D_
Go_x000D_
Kotlin_x000D_
SpringAWS,GCP,Azure",https://career.programmers.co.kr/job_positions/6181,https://www.ab180.co/,
1862,월급쟁이부자들,교육기관,84.0,2018.0,중소기업,2399393.0,서울특별시 서초구,"프론트엔드, 웹 풀스택","프론트,프론트엔드,프로젝트,주도,주도적인,일정관리,관리,유지,유지보수,보수,확장,긍정적,사고,책임감,React hook",1,"머스,동영상,동영상플랫폼,플랫폼,학습,학습관리시스템,웹,프로세스,주도적,규격,풀스택,CSS_x000D_
HTML_x000D_
JavaScript_x000D_
ReactJS_x000D_
ES,AWS EC,LMS,HTML,CSS,W,C",https://career.programmers.co.kr/job_positions/12336,https://career.weolbu.com,
1863,에잇퍼센트,시스템 소프트웨어 개발 및 공급업,55.0,2014.0,중소기업,140730.0,서울특별시 영등포구,"서버/백엔드, 웹 풀스택, 시스템/네트워크","앞,웹개발,디자인,데이터,모델링,Python",3,"데이터,분석,Django_x000D_
DRF,Django REST framework,Python_x000D_
AWS EC,PostgreSQLCloud,AWS,Python",https://career.programmers.co.kr/job_positions/22137,http://8percent.kr,
1864,앤트,사무지원·콜센터·텔레마케팅,19.0,2015.0,중견기업,213342.0,서울특별시 강남구,서버/백엔드,"Typescript,Node,js,Express,Fastify,NestJS,REST API,AWS,EC,Route,Cloudfront,S,MongoDB",3,"서버,네트워크,무중단,배포,논리적,제시,기획,디자인,디자인팀,협업,해결,팀원,과의,커뮤니케이션,Node,js_x000D_
AWS EC,NestJSAWS,OpenSearch,Cognito,Test,DB schema,CI,CD,Python,Java",https://career.programmers.co.kr/job_positions/10938,https://www.ant-inc.co/,
1865,포스페이스랩,시스템ㆍ응용 소프트웨어 개발 및 공급업,19.0,2019.0,중소기업,510.0,서울특별시 강남구,데이터 엔지니어링,"클라우드,동작방식,독해,AWS,GCP,node,js,playwright,puppeteer,HTML,CSS,javascript,Frontend,Stackoverflow,API",2,"서버,브라우저,데이터,시각화,제작,AWS EC,AWS RDS_x000D_
GCP,Google Cloud Platform,HTML_x000D_
JavaScript_x000D_
Puppeteernode,js,serverless,Linux Server,REST API,GraphQL,RDB,MongoDB,Elasticsearch,Tableau,Kibana,PowerBI",https://career.programmers.co.kr/job_positions/12526,https://forspacelab.com,
1866,유케이미디어,제품·시각디자인,11.0,2020.0,,62389.0,서울특별시 종로구,서버/백엔드,"웹서버,튜닝,Spring,SpringBoot,Restful API,RDBMS,DB",3,"클라우드,운용,구축,보안,암호화,대용량,트래픽,처리,Java_x000D_
Spring Boot_x000D_
MySQL_x000D_
REST API_x000D_
Docker_x000D_
BitBucket_x000D_
AWS EC,AWS S,AWS RDSAWS,TDD,Test Driven Development,Docker,Container,CI,CD",https://career.programmers.co.kr/job_positions/21767,http://ukmedia.co.kr/,
1867,링키스,시스템ㆍ응용 소프트웨어 개발 및 공급업,3.0,2022.0,,,서울특별시 강남구,서버/백엔드,"3년차,글로벌,콜라,콜라보로,보로,플랫폼,성향,백엔드,데이터베이스,작업,FaceOn,Medical e,commerce,Python,FastAPI,AWS,S,EC,Lambda,Route,MongoDB,SQL",3,"컴퓨터공학,소프트웨어,엔지니어,엔지니어링,학사,석사,학위,백엔드,엔드,스타트업,이전,AWS S,Python_x000D_
FastAPI_x000D_
AWS EC,AWS Lambda_x000D_
AWS Route,MongoDB_x000D_
SQL_x000D_
Azure Cache for Redis,Python,AWS,Agile development",https://career.programmers.co.kr/job_positions/21265,https://www.faceonkorea.com/,
1868,차봇모빌리티,시스템 소프트웨어 개발 및 공급업,77.0,2016.0,중소기업,1036481.0,서울특별시 성동구,서버/백엔드,,5,,https://career.programmers.co.kr/job_positions/4345,https://www.chabot.kr/,
1869,카비,도매·상품중개,22.0,2009.0,,1000000.0,서울특별시 금천구,"머신러닝, 인공지능(AI), 데이터 엔지니어링","데이터,데이터사이언티,통계학,석사,학위,우수자,R,Python",2,"데이터,데이터파이프라인,제작,데이터베이스,구축,시계열,분석,예측,분류,모델,알고리즘,R_x000D_
Python_x000D_
AWS EC,AWS Lambda_x000D_
AWS S,AWS DynamoDB_x000D_
MongoDB,AWS",https://career.programmers.co.kr/job_positions/19190,http://carvi.co.kr,
1870,뽀득,제조업기타,265.0,2017.0,중소기업,314756.0,서울특별시 강남구,프론트엔드,"프론트,프론트엔드,프레임워크,Front,end,Javascript,React",2,"개발자,커뮤니케이션,웹,웹사이트,성능,측정,최적화,임팩트,우선순위,판단,AWS RDS_x000D_
AWS EC,Back,End",https://career.programmers.co.kr/job_positions/18299,https://www.bbodek.com/Index,
1871,리걸테크,시스템ㆍ응용 소프트웨어 개발 및 공급업,27.0,2015.0,,,서울특별시 성동구,"서버/백엔드, 웹 풀스택","웹서비스,Python,DJango",3,"블록,블록체인,체인,지식,Python_x000D_
Django_x000D_
AWS EC",https://career.programmers.co.kr/job_positions/18876,https://legaltech.co.kr,
1872,코넥시오에이치,소프트웨어·솔루션·ASP,20.0,2020.0,,7431.0,서울특별시 강남구,"머신러닝, 데이터 엔지니어링, 데브옵스","이공계,석사,학위,병무청,졸업자,예정자도,마감,2023,2023년,올,12월,참조,부탁,데이터,추출,가공,시각화,통계,알고리즘,논문,특허,보고서,제안서,T,O,SQL,Python,R,Tableau,PowerBI,BI,ML",0,"통계,빅데이터,데이터,핀테크,테크,파악,가설,제기,실험,검증,SQL_x000D_
Python_x000D_
Node,js_x000D_
AWS EC,Git_x000D_
JavaScript",https://career.programmers.co.kr/job_positions/18881,https://www.connexioh.net/,
1873,에이치디현대글로벌서비스,엔지니어링 서비스업,528.0,2016.0,,,경기도 성남시 분당구,"서버/백엔드, 프론트엔드, 웹 풀스택",리드급,5,"웹,웹서비스,도메인,모델,모델링,러스터,스터,구출,Vue,js_x000D_
ExpressJS_x000D_
Spring Boot_x000D_
TypeScript_x000D_
Node,js_x000D_
AWS EC,AWS S,AWS Lambda_x000D_
AWS RDS_x000D_
NestJS_x000D_
Nuxt,jsCloud,REST API Architecture,Junit,JPA Hibernate,Sequelize,ORM,Docker,Kubernates,SPA,SSR,Next,Nuxt,Typescript,Back,End,DevOps",https://career.programmers.co.kr/job_positions/18662,https://www.hyundai-gs.com,
1874,에디트콜렉티브,시스템ㆍ응용 소프트웨어 개발 및 공급업,14.0,2018.0,중소기업,842.0,서울특별시 강남구,서버/백엔드,"프로젝트,이해도,도출,목적,논리적,기획력,해결방안,방안,제시,주도적,키워드,백엔드,엔진,Python,Flexity,Django,PostGIS,shapely,AWS EC,RDS,ELB,EB,Elasticsearch,Windows,net framework,Rhino,Python",3,"데이터,처리,메트리,연산,클라우드,프로젝트,학습,스타트업,부동산,건축,프롭,프롭테크,테크,해결,성장,정의,논리적,직관적,생산성,선택과,집중,일의,우선순위,도메인,지식,Django_x000D_
AWS EC,AWS RDS_x000D_
Elasticsearch,GIS,D,AWS,React,js,Django",https://career.programmers.co.kr/job_positions/18477,https://flexity.app/,
1875,제이앤피메디,시스템ㆍ응용 소프트웨어 개발 및 공급업,61.0,2020.0,중소기업,9797.0,인천광역시 연수구,웹 풀스택,"도전적,웹서비스,주도적,설명,BE,FE,Framework",1,"웹,반응형웹,주도적,임상,임상시험,도메인,지식,ReactJS_x000D_
TypeScript_x000D_
JSX_x000D_
Sass,SCSS,CI,CD_x000D_
GitHub Actions_x000D_
Node,js_x000D_
MySQL_x000D_
AWS CloudFront_x000D_
AWS CloudWatch_x000D_
AWS DynamoDB_x000D_
AWS EC,BE,FE,UI",https://career.programmers.co.kr/job_positions/17872,https://www.jnpmedi.com/,
1876,제이앤피메디,시스템ㆍ응용 소프트웨어 개발 및 공급업,61.0,2020.0,중소기업,9797.0,인천광역시 연수구,서버/백엔드,"웹서비스,주도적,도전적",1,"웹,주도적,임상,임상시험,도메인,지식,Node,js_x000D_
TypeScript_x000D_
MySQL_x000D_
CI,CD_x000D_
GitHub Actions_x000D_
AWS CloudFront_x000D_
AWS CloudWatch_x000D_
AWS DynamoDB_x000D_
AWS EC",https://career.programmers.co.kr/job_positions/17871,https://www.jnpmedi.com/,
1877,제이앤피메디,시스템ㆍ응용 소프트웨어 개발 및 공급업,61.0,2020.0,중소기업,9797.0,인천광역시 연수구,웹 풀스택,"도전적,설명,전문,MSA,Micro Service Architecture,Framework",5,"웹,반응형웹,주도적,임상,임상시험,도메인,지식,ReactJS_x000D_
TypeScript_x000D_
JSX_x000D_
Sass,SCSS,CI,CD_x000D_
GitHub Actions_x000D_
Node,js_x000D_
MySQL_x000D_
AWS CloudFront_x000D_
AWS CloudWatch_x000D_
AWS DynamoDB_x000D_
AWS EC,UI",https://career.programmers.co.kr/job_positions/17869,https://www.jnpmedi.com/,
1878,제이앤피메디,시스템ㆍ응용 소프트웨어 개발 및 공급업,61.0,2020.0,중소기업,9797.0,인천광역시 연수구,서버/백엔드,"도전적,설명,전문,MSA,Micro Service Architecture,Framework,Typescript,javascript",5,"웹,주도적,임상,임상시험,도메인,지식,Node,js_x000D_
TypeScript_x000D_
MySQL_x000D_
AWS CloudFront_x000D_
AWS CloudWatch_x000D_
AWS DynamoDB_x000D_
AWS EC,CI,CD_x000D_
GitHub Actions",https://career.programmers.co.kr/job_positions/17868,https://www.jnpmedi.com/,
1879,잉글리시에그,학원·학습지,62.0,2012.0,중소기업,1857483.0,서울특별시 서초구,웹 풀스택,"클라우드,Flutter,Legacy PHP,Lalavel,AWS",3,"커뮤니케이션,JavaScript_x000D_
MySQL_x000D_
Node,js_x000D_
PHP_x000D_
AWS EC,Linux_x000D_
flutter,React,Restful API",https://career.programmers.co.kr/job_positions/17863,http://www.englishegg.co.kr,
1880,씨앤에이아이,소프트웨어·솔루션·ASP,48.0,2019.0,중소기업,155512.0,서울특별시시 서초구,서버/백엔드,"공유,주니어,메세지,큐,관리,성능,고도화,트렌드,공부,프레임워크,데이터,데이터베이스,베이스,기업체,업체,Data Structure,OOP,Algorithm,Computer Science,Express,Spring,Django,Mysql,MongoDB,Docker,Git",3,"호스팅,빅데이터,데이터,처리,마이닝,지식,파이프라인,구축,라이브러리,Django_x000D_
Python_x000D_
Spring_x000D_
Docker_x000D_
JavaScript_x000D_
TypeScript_x000D_
Node,js_x000D_
Flask_x000D_
GitLab_x000D_
Zeplin_x000D_
OOP_x000D_
AWS EC,AWS,Apache Kafka,CNAI,Tech Stack,JavaScript,TypeScript,Python,Node,js,Express,Sequelize,Mysql,Flask,Gitlab,Slack,Zeplin,Notion,VSC",https://career.programmers.co.kr/job_positions/17665,https://cnai.ai/home,
1881,인그래디언트,시스템ㆍ응용 소프트웨어 개발 및 공급업,4.0,2020.0,,25621.0,서울특별시 서초구,"서버/백엔드, 프론트엔드, 개발PM","개발팀,리더,성능,튜닝,데이터,모델,프로젝트,분석적,논리적,사고,Typescript,React,Backend,DB,A,Z",7,"영어,소통,스타트업,컴퓨터공학,지식,대용량,트래픽,처리,실시간,데이터,분석,애자일,자일,방법론,클라우드,플랫폼,TypeScript_x000D_
ReactJS_x000D_
Storybook_x000D_
Node,js_x000D_
MySQL_x000D_
TypeORM_x000D_
REST API_x000D_
Docker_x000D_
Python_x000D_
CI,CD_x000D_
Selenium_x000D_
GitHub_x000D_
AWS CloudFront_x000D_
AWS S,AWS EC,AWS ElasticBeanstalk_x000D_
AWS Route,AWS RDS_x000D_
AWS Lambda_x000D_
AWS Certificate Manager_x000D_
Kubernetes,AI,RDBMS,AI,B,B",https://career.programmers.co.kr/job_positions/16973,https://www.ingradient.ai/kr/index.php,
1882,티웨이브,도매·상품중개,21.0,2016.0,중소기업,207100.0,서울특별시 강남구,"서버/백엔드, 웹 풀스택","프레임워크,애플리케이션,아키텍,리팩,리팩토링,14580,참고,Java,or,Spring,REST API,RDBMS,MySQL,DB,TDD,https,www,codenary,co,kr,company,detail",7,"핀테크,테크,머스,클라우드,대용량,트래픽,처리,긴장,원인,분석,해결,동료,거부감,티웨이브,웨이브,개발자,소프트웨어,기술부채,부채,커뮤니케이션,적합,성장,Java_x000D_
Jenkins_x000D_
MySQL_x000D_
Spring Boot_x000D_
Spring Data JPA_x000D_
MyBatis_x000D_
GitLab_x000D_
AWS EC,MSA",https://career.programmers.co.kr/job_positions/16143,https://www.twave.co.kr,
1883,와이오엘오,인터넷·포털·컨텐츠·게임,37.0,2017.0,중소기업,239792.0,서울특별시 마포구,"서버/백엔드, 웹 풀스택","트래픽,부하,보안,간편,Git,NoSQL",1,"서버,보안,보안관련,해결,키텍,팀원,마이그레이션,AWS EC,MongoDB_x000D_
TypeScript_x000D_
Node,js_x000D_
NestJS_x000D_
Git_x000D_
JavaNode,js,MongoDB,AWS,JS,TS",https://career.programmers.co.kr/job_positions/14256,https://www.yolocorp.kr/,
1884,포스페이스랩,시스템ㆍ응용 소프트웨어 개발 및 공급업,19.0,2019.0,중소기업,510.0,서울특별시 강남구,"서버/백엔드, 시스템/네트워크, 데브옵스","확장,키텍,클라우드,표현,화내면,내면,상대방,배려,언행,자세,긍정적,주도적,Python,Java,Node,js,AWS,GCP,PM,Data Engineer,Data Analyst,Pair Programming,Code Review",5,"컨테이너,데이터베이스,대용량,분산,인프라,데이터,시각화,제작,서버,Docker_x000D_
Git_x000D_
MySQL_x000D_
Node,js_x000D_
Redis_x000D_
AWS CloudFront_x000D_
AWS EC,AWS RDS_x000D_
AWS S,AWS ElasticBeanstalk_x000D_
AWS Lambda_x000D_
AWS CodePipeline,RDBMS,NoSQL,NewSQL,Kafka,CDC,Tableau,Kibana,PowerBI,Serverless",https://career.programmers.co.kr/job_positions/12988,https://forspacelab.com,
1885,아레나캐스트,소프트웨어·솔루션·ASP,3.0,2010.0,중소기업,987716.0,서울특별시 성동구,"서버/백엔드, 웹 풀스택, 게임 서버","버전,버전관리,관리,트렌드,신규,열정,Git,SpringBoot,Rest API,Java,SQL,MySQL,NoSQL,Linux",3,"프로그래밍,전공자,클라우드,Java_x000D_
MySQL_x000D_
Spring_x000D_
Node,js_x000D_
JavaScript_x000D_
Amazon Web Services,AWS,AWS EC,MariaDB,api,AWS,Azure,JPA,QueryDSL,ORM,Socket,CI,CD",https://career.programmers.co.kr/job_positions/4328,https://www.arenacast.io/,
1886,컨비니언스,도매·상품중개,36.0,2013.0,중소기업,1479362.0,서울특별시 마포구,"프론트엔드, 웹 풀스택","프론트,프론트엔드,불편,생각,섹슈얼,라이프,라이프스타일,스타일,혁신,React,Next,js,Typescript,React Hook,Git",3,"웹,합리적,호기심,JavaScript_x000D_
ReactJS_x000D_
ES,jQuery_x000D_
AWS EC,AWS S,Next,js_x000D_
TypeScript",https://career.programmers.co.kr/job_positions/4674,https://cvkorea.co.kr/,
1887,쿤텍,소프트웨어·솔루션·ASP,81.0,2016.0,중소기업,823250.0,경기도 성남시 수정구,"인공지능(AI), 데이터 엔지니어링, 데브옵스","사이언스,학위,유사,소프트웨어,백엔드,위주,클라우드,SQL,Hive,Pig,Impala,Spark SQL,Presto,Postgre SQL,Java,JavaScript,Python,programming language",0,"보고서,대시,보드,업계,데이터베이스,분석,파이프라인,시각화,툴,리포팅해본,포팅,핸들링,역량,로그,데이터,데이터플랫폼,플랫폼,클라우드,웹,프론트,프론트엔드,엔드,백엔드,SQL_x000D_
Python_x000D_
Apache Spark_x000D_
Java_x000D_
Microsoft Azure_x000D_
AWS EC,Data Warehouse,BI,ETL,BI,Tableau,MS Power BI,SQL,Raw Data,Hadoop,Spark,Kafka,AWS,GCP,Azure,Spring,Flask,Django,Laravel,Web Framework",https://career.programmers.co.kr/job_positions/10895,https://coontec.kr/,
1888,쿤텍,소프트웨어·솔루션·ASP,81.0,2016.0,중소기업,823250.0,경기도 성남시 수정구,"인공지능(AI), 데이터 엔지니어링, 데브옵스","데이터,통계학,전산,전산계열,AI",0,"통계적,데이터,분석,역량,프로그래밍,능력,클라우드,쿠버,티스,빅데이터,프로젝트,유경험자,파이프라인,구축,인근,해당직무,근무경험,문서,문서작성,Python_x000D_
R_x000D_
Azure_x000D_
Machine Learning_x000D_
GCP,Google Cloud Platform,AWS EC,AWS S,AWS Lambda,R,Python,AWS,Azure,Dataiku,Data Robot,H,O,TensorFlow,Tableau,MS Power BI,BI,Snowflake,data warehouse,data lake",https://career.programmers.co.kr/job_positions/10007,https://coontec.kr/,
1889,누벤트,모바일·무선,18.0,2014.0,,19745.0,서울특별시 강남구,"서버/백엔드, 데이터 엔지니어링, 시스템/네트워크","인프라,python,RDBMS,NoSQL,AWS",3,"데이터,정규표현식,처리,Python_x000D_
MySQL_x000D_
AWS EC,Linux_x000D_
Redis_x000D_
FastAPI,SaaS,API",https://career.programmers.co.kr/job_positions/12593,https://www.attracker.shop/,
1890,셀러허브,전자상거래 소매 중개업,50.0,2012.0,중소기업,1200313.0,서울특별시 강남구,"서버/백엔드, 웹 풀스택, 데브옵스","백엔드,논리적,프로젝트,자원,배분,관리,장기적,확장성,품질,인접,인접기술,RDBMS,Front,End",1,"기술적,챌린지,해결,진정,자세,온라인,머스,디자인,패턴,자료구조,선형,선형구조,형상,형상관리,PHP_x000D_
Redis_x000D_
MySQL_x000D_
JavaScript_x000D_
Git_x000D_
Docker_x000D_
AWS EC,AWS ElastiCache_x000D_
AWS S,AWS RDS_x000D_
AWS Lambda,PHP framework,Laravel,Codeigniter,Phalcon,etc,Factory,Singleton,Strategy,AWS,EC,S,SNS,Lambda,Git,SVN,Mercurial",https://career.programmers.co.kr/job_positions/12652,http://www.sellerhub.co.kr,
1891,아이트럭,물류,18.0,2018.0,중소기업,510000.0,서울특별시 서초구,서버/백엔드,"숙련자,서버개발,이해도,논리적,체계적,효과적,의사전달,전달,Node,js,TypeScript,RESTful API,UI",0,"지식,웹,성능,노하우,배포,자동화,형상,형상관리,Node,js_x000D_
TypeScript_x000D_
REST API_x000D_
ExpressJS_x000D_
MySQL_x000D_
Sequelize,js_x000D_
AWS EC,AWS RDS_x000D_
AWS S,DevOps,AWS,Azure,GCP,CI,CD,Git,Node,js,Express_x000D_
MySQL,Sequelize,js_x000D_
AWS EC,EBS,RDS,S",https://career.programmers.co.kr/job_positions/12194,https://www.itruck.co.kr/,
1892,컨워스,그 외 기타 정보 서비스업,9.0,2020.0,,,서울특별시 서대문구,"로보틱스 미들웨어, 사물인터넷(IoT), 응용 프로그램","독해,보틱스,틱스,전자공학,학위,네트워크,통신,python,C,binding,Web Socket,WebRTC",0,"프로토콜,실시간,영상,스트리밍,웹,구축,Python_x000D_
Docker_x000D_
AWS EC,WebSocket_x000D_
WebRTCOpenCV,RTMP,RTSP,RTP,NoSQL DB,ReactJS",https://career.programmers.co.kr/job_positions/11412,http://conworth.io,
1893,팀블랙버드,시스템ㆍ응용 소프트웨어 개발 및 공급업,22.0,2018.0,중소기업,158941.0,서울특별시 영등포구,데브옵스,"클라우드,백엔드,인프라,운영해보신,컨벤션,AWS,CI,CD",3,"툴,투자,암호화폐,AWS EC,AWS S,AWS RDS_x000D_
Python_x000D_
Git_x000D_
PostgreSQL,Cloud hosting service,especially AWS,Terraform,Infrastructure as code",https://career.programmers.co.kr/job_positions/10977,https://cryptoquant.com/,
1894,팀블랙버드,시스템ㆍ응용 소프트웨어 개발 및 공급업,22.0,2018.0,중소기업,158941.0,서울특별시 영등포구,"서버/백엔드, 데이터 엔지니어링, 블록체인","데이터베이스,데이터,모델링,프로덕션,스크립팅,프레임워크,혹,혹인,부여,완성도,개선점,선점,마감,기한,책임감,Hard Skills_x000D_
RDB or NoSQL,RESTful API,SQL,NoSQL,Python,Version Control System,especially Git,e,g,Flask,Django,Soft Skills,self,motivated",2,"데이터,데이터베이스,실력,투자,암호화폐,분석,Python_x000D_
SQL_x000D_
REST API_x000D_
Git_x000D_
AWS EC,AWS RDS_x000D_
AWS ElasticBeanstalk,RDB or NoSQL,Cloud hosting service,especially AWS,PostgresSQL,Replication,Failover,Backup,Cluster,Database",https://career.programmers.co.kr/job_positions/7476,https://cryptoquant.com/,
1895,델레오코리아,소프트웨어·솔루션·ASP,46.0,2015.0,,127189.0,서울특별시 강남구,"서버/백엔드, 시스템/네트워크, 응용 프로그램","클라우드,지식보유,CI,CD,OS,Network,DB,Server,Container",3,"백엔드,엔드,대용량,구축,인프라,플리케이션,보안,AWS Cloud,AWS EC,AWS RDS_x000D_
AWS S,CI,CD_x000D_
CircleCI_x000D_
Google Container Registry_x000D_
Jenkins_x000D_
GitLab_x000D_
Git,Java,MSA,Jenkins,Gitlab,CI Tool",https://career.programmers.co.kr/job_positions/6080,https://www.deleo.co.kr/#main,
1896,옵틱라이프,"가방, 시계, 안경 및 기타 생활용품 도매업",4.0,2018.0,,,서울특별시 노원구,"서버/백엔드, 웹 풀스택","자격조건,웹개발,데이터베이스,네트워크,클라우드,의견,전달,플랫,조직문화,수평적,효율적,AWS,Cloud,RESTful API",3,"웹,프로세스,배포,플리케이션,프론트,Ruby on Rails_x000D_
CSS_x000D_
HTML_x000D_
JavaScript_x000D_
Vue,js_x000D_
Git_x000D_
AWS EC,Ruby on Rails,HTML,CSS,JS,Vue,js",https://career.programmers.co.kr/job_positions/3842,http://www.opticlife.co.kr,
1897,인프랩,,,,,,경기도 성남시 분당구, 백엔드 개발자,"통계,분석,효율적,데이터,엔지니어,포트폴리오,선제출,주소,임팩트,프로젝트,구체적,기여도,기여,수록,정의,설명,도출,개선,수치,SQL,Github",0,"모델,기획,데이터,분석,분산,학습,SQL,Python,Tensorflow,Keras,Google Cloud Platform,AWS,scala,Java,ubuntu,Linux,PB,TB,AI",https://www.rallit.com/positions/1961/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D%EA%B0%80,,
1898,사이벨헬스,소프트웨어·솔루션·ASP,90.0,2023.0,중소기업,1170000.0,, 사이벨헬스 클라우드/백엔드 엔지니어,"회화,문서작업,작업,이해도,클라우드,Spoken and written English proficiency,API,RESTful,SQL,NoSQL,DB,Python,Javascript,AWS",0,"영어,프레임워크,숙련도,인턴,인턴십,협력,Python,AWS,React,JavaScript,Git,CI,CD,Shell Script,MySQL,SQL,DevOps,CI,CD,ReactJS,Angular,Vue,Javascript",https://www.rallit.com/positions/808/sibel-health-%EC%82%AC%EC%9D%B4%EB%B2%A8%ED%97%AC%EC%8A%A4-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%B0%B1%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-%EC%B1%84%EC%9A%A9-%EA%B2%BD%EB%A0%A5,www.sibelhealth.com,
1899,빅웨이브로보틱스,,32.0,,,510000.0,서울특별시 강남구,백엔드 개발자,"클라우드,백엔드,웹기반,통신,통신방법,데이터,소프트웨어,오픈소스,AWS,Redis,Pub,Sub,RESTful,API,WebSocket,Docker,Kubernetes,ECS,EKS,Kafka,BigQuery,CI,CD,API,MSA",0,"로봇,알고리즘,하드웨어,소프트웨어,능력,디바이스,디바이스간,플랫폼,프로토,프로토콜,수립,메세지,데이터,표준화,빅데이터,처리,AWS,Kotlin,devops,Redis,Linux,JUnit,Firebase,Flutter,React,GitHub,modbus,serial,TCP,UDP,FastApi,AWS Certification Associate",https://www.rallit.com/positions/2051/%EB%A1%9C%EB%B4%87-%ED%86%B5%ED%95%A9-%EA%B4%80%EC%A0%9C-%EC%8B%9C%EC%8A%A4%ED%85%9C-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-5%EB%85%84-%EC%9D%B4%EC%83%81,,
1900,패스트뷰,생활용품·화장품,4.0,2021.0,중소기업,1850000.0,서울특별시 강남구,백엔드 개발자,"인프라,워드,워드프레스,프레스,스크립트,AWS,bitnami,php,Shell script,Python",0,"구축,플랫폼,문제점,AWS,bitnami,Shell Script,PHP,Python,AWS,CloudWatch,Datadog,Observability,Cloud Formation Terraform,IaC",https://www.rallit.com/positions/1771/devops-engineer-3%EB%85%84-%EC%9D%B4%EC%83%81,,
1901,브레이브모바일,쇼핑몰·전자상거래·오픈마켓,119.0,2014.0,중소기업,3138118.0,서울특별시 강남구,  SRE,"유사,성능,분석,개선,트래픽,트러블,슈팅,SRE,AWS Cloud,Kubernetes",0,"고가용성,신뢰성,확보,주도적,정의,해결,도출,애플리케이션,트러블슈팅,성능,분석,보안,1가지,프로그래밍,AWS,Kubernetes,Docker,Prometheus,grafana,MSA,AWS,Kubernetes,Golang,Python,bash script",https://www.rallit.com/positions/1567/%EC%88%A8%EA%B3%A0-sre-site-reliability-engineer,www.soomgo.com,
1902,효성에프엠에스,사업시설관리·일반,12.0,2005.0,중소기업,4380000.0,서울특별시 강남구,백엔드 개발자,"백엔드,소프트웨어,아키텍처,인프라,주도적,웹서비스,사이드,AWS,API,Framework,RDBMS,CI,CD",0,"백엔드,엔드,서버,유지보수,자동화,이종,이종간,프로그램,프로그램언어,프로젝트,리딩,대용량,데이터,처리,마이크로,마이크로서비스,키텍,분산,분산버전관리시스템,툴,협업,커뮤니케이션,Python,AWS,TDD,Python,Python Framework,Django,Flask,TDD,NoSQL,Kubernetes,Docker,Git,Jira,Confluence,Slack",https://www.rallit.com/positions/1290/%ED%9A%A8%EC%84%B1%EC%97%90%ED%94%84%EC%97%A0%EC%97%90%EC%8A%A4-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90%EC%B1%84%EC%9A%A9,www.hscms.co.kr,
1903,유니유니,,,,,,경기도 성남시 분당구, 리드 개발자,"프로젝트,추진,문제점,진단,정의,해결방안,방안,대안,제시,이해도,팀플레이,플레이,긍정적,디자인,IT,Team lead,AWS",0,"방법론,프로젝트,협업,툴,구축,기획,모니터링,학습,강한,효율적,배포,웹,웹성능,성능,최적화,연구개발,책임자,Java,React,Github,Node,js,AWS,Agile,CBD,Figma,Jira,Trello,Teams,CI,CD",https://www.rallit.com/positions/1796/%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC-%EC%9C%A0%EB%8B%88%EC%9C%A0%EB%8B%88-%EA%B0%9C%EB%B0%9C-%EB%A6%AC%EB%93%9C-%EC%B1%84%EC%9A%A9,,
