,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL
1353,티엠알파운더스,경영 컨설팅업,,2022.0,,,대구광역시 달성군,Node.js 개발자,"이해도,백엔드개발,운영경험7년,JavaScript,TypeScript,DB",7,"스타트업의,업의,변화,실행력,레이어,레이어드,어드,프레임워크,대규모,분산,처리,안정적,구축,성능,최적화,Spring MVC,Spring Boot,NestJS",https://www.wanted.co.kr/wd/205438,tmr-founders.com
1354,위시빈,데이터베이스 및 온라인정보 제공업,20.0,2018.0,중소기업,749.0,서울특별시 중구,Node.js 개발자,"기반웹서비스개발,기초지식,쿠버,티스,개발경험자,형상관리,관리,Linux,Nodejsframework,RestAPI,MySQL,MongoDB,Frontend,Html,css,javascript,Docker,AWS,cloud,Git",7,"레거시,분석,역량,데이터,개선의지,구축,풀스택,협업,툴,관련경험,포트폴리오,서류검토,Elastic Search,Apache Solr,JIRA,Confluence",https://www.wanted.co.kr/wd/199404,www.wishbeen.co.kr
1355,로보코리아,응용 소프트웨어 개발 및 공급업,3.0,2016.0,중소기업,60882.0,서울특별시 강남구,Node.js 개발자,"트렌드,아키텍처,아키텍처설계,인프라,클라우드,클라우드환경,인프라관리경험,관리,애자일,스크럼,칸반,프로세스경험,AWS,Datadog,Grafana,Prometheus",5,"프로젝트,고도화,파이프라인,라인,클라우드,인프라,적합성,계발,애착,줄,아시,효율성,프로세스,성장,매사,주도적,책임감,TypeScript,NestJS,MLOps,Terraform,IaC,MSA,TDD,Test Driven Development,LOVO Backend,TypeScript,NestJS,Express,NodeJS,AWS ECS,EC,Lambda,API Gateway,S,CloudFront,SQS,SNS,SageMaker,AWS CodePipeline,CodeBuild,CodeDeploy,CodeStar,AWS CloudWatch,CloudTrail,DataDog,Pulumi,IaC,MongoDB,Stripe,LOVO Backend",https://www.wanted.co.kr/wd/110659,www.lovo.ai
1356,슈퍼진,시스템 소프트웨어 개발 및 공급업,,2016.0,,1573159.0,경기도 성남시 분당구,Node.js 개발자,"기반서버,애플리케이션,애플리케이션개발,운영경력5년,페르소나형챗봇,챗봇,서버개발경험,서비스프레임워크,Node,js,OpenAIGPT,LLM,Node,js,API,Vue,js,PostgresDB,VectorDB,Redis,Go,optional,Heroku,AWSEKS",5,"파인,파인튜닝,튜닝,모델,성능,검증,프로세스,구축,서버,트래픽,제어,영어,커뮤니케이션,OpenAI GPT API,LangChain,FlowiseAI,RAG,VectorDB,Go,High,speed upstream,Low,speed downstream",https://www.wanted.co.kr/wd/205080,www.supergene.co
1357,아더월드,응용 소프트웨어 개발 및 공급업,,2023.0,중소기업,,서울특별시 성동구,Node.js 개발자,"풀스텍개발경험,스텍,백엔드개발경험,버전,버전관리경험,관리,이해도,디자이너,블록,체인,체인기술,React,js,Next,js,AWS,RDB,NoSQL,RestfulAPI,GraphQL,Github,Nest,js,Nodejs,Framework,MVC,Figma",7,"프로젝트,빌드,자동화,배포,협력,협력툴,툴,팀원,협업,PL,PM,CI,CD,Notion,Jira,HTML,CSS,JavaScript",https://www.wanted.co.kr/wd/202258,otherworld.network/
1358,커리어데이,데이터베이스 및 온라인정보 제공업,6.0,2021.0,중소기업,8338.0,서울특별시 송파구,Node.js 개발자,"서비스개발경험,업무관련,친절,매너,JavaScript,Node,js,SQL,MongoDB,DB,HTML,CSS,JavaScript,TypeScript,React,orNext,js",5,"알고리즘,데이터,데이터구조,프론트,프론트엔드,엔드,Nest,js,Next,js,AWS,React,CI,CD",https://www.wanted.co.kr/wd/160953,careerday.jobs
1359,더블엑스소프트,시스템 소프트웨어 개발 및 공급업,,2021.0,,0.0,서울특별시 강남구,Node.js 개발자,"가상,가상자산거래,거래,파생,파생상품,상품,이해도,Node,js,AWS,lambda,apigateway,rds,Mysql,MongoDB,Redis,Defi",3,"가상,가상자산,자산,거래소,데이터,대용량,트래픽,api",https://www.wanted.co.kr/wd/191203,cxt.tax
1360,소프트스피어,데이터베이스 및 온라인정보 제공업,,2021.0,,136918.0,서울특별시 강남구,Node.js 개발자,"웹개발경력5,반응형,웹개발경험,백엔드개발경험,Typescript,NextJS,Redux,NodeJS,ExpressJS,NestJS,RDBMS,NoSQL",5,"프로젝트,구축,배포,글로벌,런칭,효율적,워크로드,로드,대규모,트래픽,대응,성능,최적화,React Native,A,Z,AWS",https://www.wanted.co.kr/wd/129518,www.softsphere.co.kr
1361,아이헤이트플라잉버그스,온라인 교육 학원,457.0,2012.0,중소기업,1315544.0,서울특별시 영등포구,Node.js 개발자,"5년이상아래,엔드서비스개발경험,서버개발경험,운영해본분,디자이너,프론트,프론트엔드,협업능력,리눅스,유닉스,유닉스환경,클라우드,클라우드기반서비스운영,데이터베이스,데이터베이스시스템,설계능력,NodeJS,Python,Ruby,Java,Typescript,Git,Git,flow,GraphQL,API,DevOps,AWS,Azure,RDBMS,NoSQL",5,"프로젝트,데이터,파이프라인,라인,솔루션,백엔드,엔드,능력,서버,아키텍처,클린,도메인,공부,오픈소스,듀,듀테크,테크,스타트업,개발자,기획자,디자이너,협업,부채,효율적,토론,적극적,네이밍,성장,업계,프로세스,TDD,MSA,Spark,Kafka,DDD,DDD,Trouble Shooting",https://www.wanted.co.kr/wd/178253,www.mildang.kr
1362,한국모바일결제,응용 소프트웨어 개발 및 공급업,,2020.0,소기업,30062.0,서울특별시 강남구,Node.js 개발자,"백엔드개발경험,3년이상경력,개발자모집,클린,클린코드,안정적,Node,js,MySQL",5,"클라우드,구축,팀원,프로젝트,코드리뷰,커버리지,성장,엔지니어링,긍정적,커뮤니케이션,협업,앱,키오스,플랫펌,앱서비스,AWS,GCP,Test Double,socket,io,redis,MySQL,MariaDB,MongoDB,O,O",https://www.wanted.co.kr/wd/191694,www.baroapp.co.kr
1363,멘티스코,유선 온라인 게임 소프트웨어 개발 및 공급업,45.0,2017.0,중소기업,194214.0,서울특별시 강남구,Node.js 개발자,유관업무3년,3,"대치,대치동,2호선,선릉역,릉,주5일,19,시차,4대보험,티스,티스코,구성원,성장,정비,방문",https://www.wanted.co.kr/wd/109248,www.imantisco.com
1364,로보코리아,응용 소프트웨어 개발 및 공급업,3.0,2016.0,중소기업,60882.0,서울특별시 강남구,Node.js 개발자,"트렌드,아키텍처,아키텍처설계,인프라,클라우드,클라우드환경,인프라관리경험,관리,애자일,스크럼,칸반,프로세스경험,AWS,Datadog,Grafana,Prometheus",5,"프로젝트,고도화,파이프라인,라인,클라우드,인프라,적합성,계발,애착,줄,아시,효율성,프로세스,성장,매사,주도적,책임감,TypeScript,NestJS,MLOps,Terraform,IaC,MSA,TDD,Test Driven Development,LOVO Backend,TypeScript,NestJS,Express,NodeJS,Python,Flask,FastAPI,PyTorch,AWS ECS,EC,Lambda,API Gateway,S,CloudFront,SQS,SNS,SageMaker,AWS CodePipeline,CodeBuild,CodeDeploy,AWS CloudWatch,CloudTrail,DataDog,Terraform,IaC,MongoDB,Redis,Stripe,LOVO",https://www.wanted.co.kr/wd/56543,www.lovo.ai
1365,위펀,"빵류, 과자류, 당류, 초콜릿 도매업",,2018.0,,4679707.0,서울특별시 강남구,Node.js 개발자,"백엔드개발경험,데이터,베이스,관계형,활용경험,명령어,명령어활용능력,Java,SpringBoot,JPA,Querydsl,ORM,MySQL,MariaDB,RESTfulAPI,Linux,Unix",3,"성능,벤치마킹,최적화,도메인,프로그래밍,프레임워크,레거시,프로젝트,점진적,리팩터링,팩터링,유닛,파이프라인,라인,대용량,아키텍처,데이터,구축,메세지,브로커,애자일,자일,프로세스,복적,자동화,효율,ERP,CRM,NodeJS,JUnit,AWS,GCP,Cloud,Infra,CI,CD,AL,ML,DL,Microservice,Docker,Kubernetes,Container,Kubernetes Cluster,Kafka,RabbitMQ,Scrum,MVP,Minimum Viable Product",https://www.wanted.co.kr/wd/186201,snack24h.com
1366,카펜스트리트,시스템 소프트웨어 개발 및 공급업,,2019.0,,470034.0,서울특별시 강남구,Node.js 개발자,"백엔드개발경험,패턴,중요성,생산적,코드디자인,디자인,Node,js,Javascript,Typescript",5,"토대,지향점,레거시,교체,성공적,레벨,플랫폼,스타트업,e,commerce,NestJS,D",https://www.wanted.co.kr/wd/200362,acon3d.com
1367,아더월드,응용 소프트웨어 개발 및 공급업,,2023.0,중소기업,,서울특별시 성동구,Node.js 개발자,"스마트,트랙,트랙트개발경험,워크사용경험,라이브러리,라이브러리사용경험,체인,퍼블릭,이해도,전체개발환경,협업툴,Solidity,Hardhat,Ethers,js,Web,js,EVM,ERC,ERC,EIP,Backend,Nest,js,Node,js,TypeORMDatabase,MariaDB,RDSBlockchain,Ethereum,Polygon,Arbitrum,Solidity,Hardhat,Ethers,jsCI,CD,Kubernetes,Jenkins,ArgoCD,AWS,TencentCloud,Jira,Slack,Figma,Github,Flex,GoogleSuite",2,"백엔드,엔드,서버,폴리,폴리곤,곤,비트,비트럼,럼,네트,네트워크,구축,프록시,록,패턴,업그레이더블,그레이,더블,컨트랙트,트랙트,보안,지식,Node,js,Dapp,Audit",https://www.wanted.co.kr/wd/202101,otherworld.network/
1368,구름,응용 소프트웨어 개발 및 공급업,30.0,2013.0,중소기업,172982.0,경기도 성남시 분당구,Node.js 개발자,"졸업예정자가능,병역,의무,군면제,면제,React,NodeJS",4,"프레임워크,빌드,툴,라이브러리,지식,클라우드,JavaScript,DevOps,Front,end",https://www.wanted.co.kr/wd/165727,goorm.co
1369,투스카이,응용 소프트웨어 개발 및 공급업,,2012.0,,90011.0,서울특별시 성동구,Node.js 개발자,"연령,연령무관",5,"정보처리기사,처리,기사,전공자",https://www.wanted.co.kr/wd/195293,tosky.co.kr/
1370,한국포인트거래소,컴퓨터 프로그래밍 서비스업,,2021.0,,,서울특별시 강남구,Node.js 개발자,"블록,체인,암호,암호화폐,화폐,백엔드개발경험,협업가능,Golang,Node,js,Github",5,"프로젝트,블록,블록체인,체인,백엔드,엔드,크립토,Go Ethereum,geth,Open Ethereum,parity,Solidity,Web,EVM,Ethereum,Polygon,Layer,Layer,API,AWS DevOps,Web,js,Ethers,js",https://www.wanted.co.kr/wd/109149,www.kpxdx.com/
1371,에이지,전자상거래 소매업,22.0,2023.0,중소기업,941437.0,서울특별시 영등포구,Node.js 개발자,"프론트,멀티,백앤드,앤드,서비스개발,발견,분석,제안,주도적,스를구축,보신경험,확장,확장가능,리팩,리팩토링,버전,버전관리,관리,체계,체계적인코드관리,Git",5,"개발환경,동시성,제어,성능,튜닝,자동화,배포,유경험자,웹,웹사이트,보안,인하우스,하우스,고성능,대용량,계정,포트폴리오,로그,Flutter,React,Docker,JavaScript,Dart,AWS,Giithub",https://www.wanted.co.kr/wd/171776,aizi.kr/
1372,어밸브,응용 소프트웨어 개발 및 공급업,6.0,2019.0,중소기업,95198.0,경기도 성남시 수정구,Node.js 개발자,"클라우드,클라우드서비스,프로젝트,프로그래밍언어,AWS,EC,S,RDS,Lambda,DBMS,MySQL,PostgreSQL,Node,js,Express,js,FastAPI,Flask,ServerFramework,Javascript,Python",1,"자동,데이터,처리,솔루션,머신러닝,모델,프로젝트,협업,협업툴,툴,실력,포트폴리오,계신,AI,AWS SageMaker",https://www.wanted.co.kr/wd/207591,www.avalve.co.kr
1373,이팝소프트,응용 소프트웨어 개발 및 공급업,,2018.0,,763399.0,서울특별시 강남구,Node.js 개발자,,5,"엔진,게임,데이터,저장소,역량,업계,학사,석사,학위,지식,Unity,Cocos Creator,UI,D,iOS,Android,Typescript,Javascript,MySQL,MongoDB,Redis,AWS Cloud",https://www.wanted.co.kr/wd/202293,www.epop.ai/
1374,발란,전자상거래 소매업,1.0,2015.0,중소기업,8913120.0,서울특별시 강남구,Node.js 개발자,"머스,머스업계,백엔드개발,관리,관리경험,테이블,테이블설계,인덱스,리튜닝,튜닝,백업,복구,기본관리능력,기본명령어,명령어,스크립트,연동경험,서비스개발경험,화면개발경험,템플,템플릿,Node,js,Node,js,x,x,pm,AWS,ec,s,cloudfront,rds,MySQLDB,MongoDB,Git,Linux,API,RESTful,HTML,CSS,JS,Bootstrap",5,"프로토콜,헤더,캐시,웹,웹소켓,소켓,대량,분산,분산처리,처리,레플리카,대응,흐름,흐름제어,제어,쇼핑몰,솔루션,디비,운영경험,컴퓨터공학,전공자,자료구조,네트워크,운영체제,알고리즘,대용량,트래픽,성능,최적화,Web,http,proxy,Network,tcp,geoip,firewall,dns,vpn,vpc,MySQL DB,MongoDB,Aggregate,ReplSet,ElasticSearch,Linux,Web Server,scale out,Queue,bulk,E,Commerce,Secure Coding",https://www.wanted.co.kr/wd/165486,www.balaan.co.kr
1375,인베트,응용 소프트웨어 개발 및 공급업,,2008.0,,141823.0,서울특별시 마포구,Node.js 개발자,"데스크,데스크탑,모바일앱개발기술,탑,크로스,플랫폼,플랫폼프레임,개발언어,자율,수평적,자율적인조직문화,자세,동료,토론,공유,비판,ElectronJS,Flutter,NodeJS,Python,Kotlin,Swift",3,"수학,통계학,시스템공학,컴퓨터활용능력,능력,석사,석사학위,학위,수여자,여자,해당직무,인턴,인턴경력,근무경험",https://www.wanted.co.kr/wd/197783,www.realpacking.com
1376,한국모바일결제,응용 소프트웨어 개발 및 공급업,,2020.0,소기업,30062.0,서울특별시 강남구,Node.js 개발자,"백엔드개발경험,클린,클린코드,안정적,Node,js",5,"클라우드,구축,팀원,프로젝트,코드리뷰,커버리지,성장,엔지니어링,긍정적,커뮤니케이션,협업,앱,키오스,플랫펌,앱서비스,AWS,GCP,Test Double,socket,io,redis,MySQL,MariaDB,MongoDB,O,O",https://www.wanted.co.kr/wd/155944,www.baroapp.co.kr
1377,한국모바일결제,응용 소프트웨어 개발 및 공급업,,2020.0,소기업,30062.0,서울특별시 강남구,Node.js 개발자,"개발경력4년,개발팀장경력,팀장,아키텍처,팀운영능력,앱서비스개발,지식보유,실제앱서비스,클라우드,클라우드환경,PM,PL,SW,AWS",3,"대규모,대용량,트래픽,처리,기획자,디자이너,이해관계자,관계자,협업,문제,문제해결역량,해결,역량,논리적,긍정적,마인드,신기술,컴퓨터공학,전공자,SW",https://www.wanted.co.kr/wd/155945,www.baroapp.co.kr
1378,큐이디,기타 운동 및 경기용구 제조업,28.0,2019.0,중소기업,3569991.0,서울특별시 서초구,Node.js 개발자,"능통,리눅스,리눅스시스템활용,클라우드,클라우드환경,서버배포,결격사유,Node,js,javascript,AWS,ElasticBeanstalk",2,"개발경험,영상,통화,플리케이션,실시간,데이터,처리,제어,긍정적,마인드,커뮤니케이션,능력,골프,토론,안주,RTSP,NVR S,W,FFmpeg,WebRTC,WebSocket,TCP,IP,Embaded Device",https://www.wanted.co.kr/wd/187897,www.qedgolf.com
1379,엘케이알,그 외 기타 생활용품 도매업,,2021.0,,370987.0,고양시 덕양구,Node.js 개발자,"프론트,프론트엔드개발경력,8년이상,클라이언트,클라이언트간,Vue,RESTfulAPI,HTML,CSS,JavaScript",8,"프로젝트,소스코드,형상,형상관리,협업,데이터,크롤링,PL,Git",https://www.wanted.co.kr/wd/202207,bigcell.co.kr
1380,플라잉캣,컴퓨터 프로그래밍 서비스업,18.0,2018.0,중소기업,25110.0,서울특별시 강남구,Node.js 개발자,"소프트웨어,소프트웨어원리원칙,원칙,준수,운용,운용경험,인프라,인프라관리경험자,관리,기반인프라확장설계,확장,모니터링툴운용,최적화,최적화경험,기반프로젝트운용경험,프로젝트,신규,신규서비스,프로젝트리딩,리딩,SOLID,ACID,Patternlanguage,NestJS,SoftwareProduct,IaC,SRE,TDD,BDD",5,"운용,호환성,정확,활용경험,설계자,복잡,도메인,로직,성능,최적화,가격,소프트웨어,원칙,준수자,논술,포트폴리오,RFC,RFC,RESTful API,Pattern language,Generic,Type Theory,OOP,FRP Paradigm,Sync,TDD,BDD,proxy buffering tuning,RI,SP,SI,GitOps,Java,Typescript,Agile Scrum,Kanban Process,Scrum master",https://www.wanted.co.kr/wd/143285,10minutesquad.com
1381,더블유클럽,응용 소프트웨어 개발 및 공급업,10.0,2021.0,중소기업,421616.0,서울특별시 강남구,Node.js 개발자,"플러터,프론트,경력개발자,프로젝트,프로젝트수행경험,팀작업,작업,소통능력,설명,개발코드,문서정리,정리",3,"대규모,트래픽,처리,능력,Typescript,MySQL,Nest,js",https://www.wanted.co.kr/wd/73811,wclub.co.kr
1382,코넥시오에이치,데이터베이스 및 온라인정보 제공업,15.0,2020.0,중소기업,7431.0,서울특별시 강남구,Node.js 개발자,"이공계,이공계석사이상,석사,학위,병무청,졸업증취득후,졸업자,컴퓨터프로그래밍,개발관련전공,프로그래밍언어,석사과정,수행프로젝트,프로젝트,직접개발업무,IT,RDBMS,NoSQL",0,"전문,전문연구요원,편입,프론트",https://www.wanted.co.kr/wd/207498,www.connexioh.net/kr
1383,아이트럭,자동차 신품 판매업,1.0,2020.0,중소기업,7655.0,강원도 인제군,Node.js 개발자,"3언어숙련자,숙련자,라이브러리,라이브러리능숙자,상용서비스,제품개발,Python,Numpy,Pandas,scikitlearn",5,"통계학,지식,논리적,체계적,문제,문제해결,해결,능력,의사전달,전달,협업,UI",https://www.wanted.co.kr/wd/180333,www.itruck.co.kr
1384,큐이디,기타 운동 및 경기용구 제조업,28.0,2019.0,중소기업,3569991.0,서울특별시 서초구,Node.js 개발자,"관련경력7년,운영가능,서비스개발가능,클라우드,클라우드설계,Back,EndSeniorEngineer,AWSLambda,node,js,SpringBoot,DynamoDB,MySQL,Redis,MongoDB",7,"긍,긍적적,적적,마인드,커뮤니케이션,능력,문제,원인,파악,해결,신기술,도전,정신,나신,스포츠,골프,종아,안주,서버,클라우드,서버리스,Back,End Senior Engineer,WebSocket,AWS,DB,DynamoDB",https://www.wanted.co.kr/wd/187907,www.qedgolf.com
1385,플라잉캣,컴퓨터 프로그래밍 서비스업,18.0,2018.0,중소기업,25110.0,서울특별시 강남구,Node.js 개발자,"기반개발경험,관리,관리경험,Angular,Typescript,ES,SCSS,Theming,TestCoverage,UI,UX",5,"성능,최적화,해킹,보안,개념,웹,구축,포트폴리오,Generic,Material design paradigm,Skeuomorphic Paradigm,Chrome Lighthouse,Score test,XSS,CSRF,File Sanitizer,WCAG,FCP,CLS,LCP,A,y Testing",https://www.wanted.co.kr/wd/143304,10minutesquad.com
1386,원더무브,응용 소프트웨어 개발 및 공급업,,2020.0,,160580.0,서울특별시 서초구,Node.js 개발자,"쿠버,티스,시스템엔지니어경력1,엔지니어,네트워크,인프라,인프라설계,시스템모니터링,깅,알람,알람구축,관리,자동화,스크립트,스크립트작성,기술문서화,문서화,개발언어,영어커뮤니케이션가능,or,Setup",1,"프로그래밍,출장,출장가능자,4주,프로젝트,Cloud,GCP,AWS,Azure,RESTful API,CNCF",https://www.wanted.co.kr/wd/207756,wondermove.net
1387,큐픽스,컴퓨터 프로그래밍 서비스업,59.0,2015.0,중소기업,280419.0,경기도 성남시 분당구,Node.js 개발자,"석사,석사학위이상,학위,2년이상경력자,실력보유자,전문,전문연구요원,연구,병역,병역특례,특례,전직가능,프로그래밍언어,케이션프레임,통신,ex,Java,Typescript,PythonorRuby,ex,Spring,Node,js,Django,orRails,HTTP,RESTfulAPI,SQL,DB,Git,JIRA,Github",2,"클라우드,웹,웹서비스,구축,고민해본,모니터링,탐지,해결,대규모,트래픽,글로벌,자동화,생산성,리팩토링,주도적,프로덕션,배포,명령어,서버,Amazon Web Services,Terraform,IaC,Elastic Stack,Event driven architecture,Datadog,Sumo Logic,Prometheus,Linux",https://www.wanted.co.kr/wd/207738,www.cupix.com
1388,큐픽스,컴퓨터 프로그래밍 서비스업,59.0,2015.0,중소기업,280419.0,경기도 성남시 분당구,Node.js 개발자,"석사,석사학위이상,학위,2년이상경력자,실력보유자,전문,전문연구요원,연구,병역,병역특례,특례,전직가능,프로그래밍언어,케이션프레임,통신,ex,Java,Typescript,PythonorRuby,ex,Spring,Node,js,Django,orRails,HTTP,RESTfulAPI,SQL,DB,Git,JIRA,Github",2,"클라우드,웹,웹서비스,구축,고민해본,모니터링,탐지,해결,대규모,트래픽,글로벌,자동화,생산성,리팩토링,주도적,프로덕션,배포,명령어,서버,Amazon Web Services,Terraform,IaC,Elastic Stack,Event driven architecture,Datadog,Sumo Logic,Prometheus,Linux",https://www.wanted.co.kr/wd/207738,www.cupix.com
1389,지니언스,시스템 소프트웨어 개발 및 공급업,,2005.0,,3781195.0,경기도 안양시 동안구,Node.js 개발자,"서비스개발경력,nodejs,REST,EventAPI,RESTAPI,clientwebapp",3,"배포,모바일,오픈소스,프로젝트,기여경험여,기여경험,Docker Container,web app,app",https://www.wanted.co.kr/wd/207693,www.genians.co.kr
1390,알프소프트,시스템 소프트웨어 개발 및 공급업,,2021.0,,21774.0,경기도 성남시 분당구,Node.js 개발자,"프론트,디자이너,버전,버전관리경험,관리,적인업무해결능력,ReactJS,NextJS,Figma,Git,flow",3,"블록,블록체인,체인,프로젝트,백엔드,엔드,개발자,협업,온라인,오프라인,컨퍼런스,발표,Typescript,Web,js",https://www.wanted.co.kr/wd/171224,squidshell.com
1391,비사이드코리아,응용 소프트웨어 개발 및 공급업,1.0,2021.0,중소기업,,서울특별시 마포구,Node.js 개발자,"컴퓨터공학관련학위,학위,3년이상개발,공학지식,자료,자료구조,알고리즘,개발관련컨셉,호기심,자세,라이브",3,"문제,문제해결,해결,능력,커뮤니케이션,투자,주식,대주주,횡포,Front,end,Redwoodjs,Storybook,GraphQL,TailwindCSS,App,Flutter,Fastlane,Back,end,Redwoodjs,serverless,AWS Lambda,Infra,AWS,Terraform,Serverless Framework,DB,PostgreSQL,Amazon Dynamo DB,python",https://www.wanted.co.kr/wd/124859,www.bside.ai
1392,크래프톤,유선 온라인 게임 소프트웨어 개발 및 공급업,1766.0,2007.0,중견기업,176777581.0,서울특별시 강남구,Node.js 개발자,"관련경력3년,개발능력,웹서비스개발경험,클라우드,클라우드서비스사용경험,NodeJS,Go,TypeScript,Golang,React,Vue,Angular,SPA,AWS,Full,Stack",3,"대량,트래픽,데이터,처리,대규모,일괄,크래프,크래프톤,도전,전화,실무면접,최종면접,입사지원서,포트폴리오,고용행태,행태,Backend,Terraform,Docker,Kubernetes,CI,CD,E,E,Unit Test,Build,Dist,Phone Interview,Technical Fit Test,Technical Fit Interview,Culture Fit Interview",https://www.wanted.co.kr/wd/28199,www.krafton.com
1393,패스트뷰,시스템 소프트웨어 개발 및 공급업,4.0,2018.0,중소기업,1853747.0,서울특별시 강남구,Node.js 개발자,"백엔드경력5,플랫폼,플랫폼서비스개발경험,서비스개발경험,버전,버전관리경험,관리,웹애플리케이션성능최적화,애플리케이션,성능,최적화,유지,유지보수,보수,트러블,트러블슈팅경험,슈팅,AWS,Java,SpringBoot,RESTful,MySQL,Aurora,RDMBS,JPA,Hibernate,ORM,Git",5,"데이터,스크래핑,레디스,디스,맴캐,맴캐시드,시드,캐싱,데이터베이스,글로벌,런칭,팀워크,협업,협업능력,능력,커뮤니케이션,나신,개발도구,프로세스,RDBMS",https://www.wanted.co.kr/wd/168332,www.fastviewkorea.com
1394,셰어라운드,전자상거래 소매 중개업,,2018.0,,28465.0,서울특별시 마포구,Node.js 개발자,"앱개발,오픈뱅킹,뱅킹,마이데이터,데이터,금융데이터관련개발,제도,규제,엔드설계,Java,Kotlin,Node,js,TypeScript,SpringFramework",5,"셰어라운드,온라인,프로젝트,포트폴리오,문제,정의,해결,or",https://www.wanted.co.kr/wd/23789,www.shareround.co.kr
1395,앤트,응용 소프트웨어 개발 및 공급업,7.0,2020.0,중소기업,14409.0,대전광역시 유성구,Node.js 개발자,"기반서비스,Typescript,Node,js,Express,Fastify,NestJS,RESTAPI,AWS,EC,Route,Cloudfront,S,MongoDB",5,"서버,네트워크,무중단,배포,논리적,제시,기획,디자인,디자인팀,협업,문제,해결,팀원,과의,커뮤니케이션,AWS,OpenSearch,Cognito,Test,DB schema,CI,CD,Python,Java",https://www.wanted.co.kr/wd/106877,www.ant-inc.co
1396,씨드로닉스,"레이더, 항행용 무선기기 및 측량기구 제조업",,2015.0,중소기업,70648.0,울산광역시 남구,Node.js 개발자,"실무개발경력2,캐시,웹소켓,디버깅,디버깅경험,사용경험선호보유,자료,자료구조,네트워크,운영체제,알고리즘,효율,인덱스,효율적인,데이터베이스,튜닝,튜닝경험,express,nodejs,HTTP,RESTful,API,mariaDB,MongoDB,CS,Docker,Git,CI,CD",3,"두이,두이노,라즈베리,라즈베리파이,센서,데이터,IOT,API,DB",https://www.wanted.co.kr/wd/35038,www.seadronix.com
1397,민관김,인물사진 및 행사용 영상 촬영업,,2021.0,,129886.0,서울특별시 강남구,Node.js 개발자,"포토,포토키오스,이해도,이해도필요,임베디,보드,통신,제어,프론트,프론트엔드,아마존,백엔드,아마존서버유지,유지,SW,SW,serial",1,"포토키오스,키오스,국가사업,프로젝트",https://www.wanted.co.kr/wd/145480,www.minkwankim.com
1398,로쉬코리아,데이터베이스 및 온라인정보 제공업,,2020.0,,19070.0,서울특별시 종로구,Node.js 개발자,"유관경력3년,논리적,분석적,분석적인사고력,고력,시니어,시니어산업,산업,시장잠재력,잠재력,React,Reactnative,node,js",3,"웹,모바일,텍스트,마이닝,머신러닝,알고리즘,통계,수집,처리,백오피스,대규모,트래픽,대용량,데이터,분석,로그,인프라,아키텍처,B,C,AWS",https://www.wanted.co.kr/wd/127432,www.siiso.co.kr
1399,호들,정보통신업,,2021.0,,,서울특별시 강남구,Node.js 개발자,"프론트,프론트엔드,백엔드,데이터베이스,전송,데이터,이해도,클라이언트,클라이언트간,HTML,SCSS,TypeScript,ReactJS,Nextjs,Recoil,GraphQL,Nodejs,GraphQL,TypeScript,Nextjs,TypeORM,MySQL,AWSEC,S,CloudFront,JavasScript,ES,CSS,HTML,React,Git",3,"트랙트,블록,블록체인,체인,공부,프로젝트,DApp,Typescript,Solidity,Klaytn",https://www.wanted.co.kr/wd/115240,www.hodltech.co
1400,투스카이,응용 소프트웨어 개발 및 공급업,,2012.0,,90011.0,서울특별시 성동구,Node.js 개발자,"연령,연령무관",1,"정보처리기사,처리,기사,전공자",https://www.wanted.co.kr/wd/141767,tosky.co.kr/
1401,베어런,데이터베이스 및 온라인정보 제공업,,2020.0,,1181.0,서울특별시 강남구,Node.js 개발자,"경력4년,모델링,트래픽,트래픽환경개발,기반웹서버개발,자동화,자동화개발,성능,개선,개선역량보유,PHP,MySQL,MariaDB,SQL,Nginx,Apache,AWS,LINUX,Node,js,express,fastify,nestjs,RDBMS",4,"커뮤니케이션,팀워크,자존,능동적",https://www.wanted.co.kr/wd/129559,www.bearun.co.kr
1402,페칭,시스템 소프트웨어 개발 및 공급업,6.0,2019.0,중소기업,8891.0,서울특별시 강남구,Node.js 개발자,"앱서비스백엔드,시스템개발경력3,개발경험보유,인프라,인프라환경,서비스개발경험보유,클린,리뷰,클린코드,사용경험보유,버전,버전관리시스템사용,관리,JavaScript,AWS,MySQL,MariaDB,RDBMS,NoSQL,Git,SVN",3,"능동적,주도적,긍정적,실행력,나신",https://www.wanted.co.kr/wd/139191,fetching.co.kr
1403,사이다경제,뉴스 제공업,,2017.0,,422506.0,서울특별시 강남구,Node.js 개발자,"활용경험,대용량서버개발경험,데이터,데이터처리,프로젝트,프로젝트팀장급경험,팀장,Noje,js,Git,AWS,EC,Lambda",4,"소프트웨어,신뢰성,신뢰성검사,동적,유경험자,배포,서버,자동화,프론트,백엔드,엔드,Full Stack",https://www.wanted.co.kr/wd/129183,www.cidermics.com
1404,한국포인트거래소,컴퓨터 프로그래밍 서비스업,,2021.0,,,서울특별시 강남구,Node.js 개발자,"3년이상관련,1년이상운영,연동경험3,개발경험자,API,Node,js,React,Typescript",3,"블록,블록체인,체인,크립토,프로젝트,Web",https://www.wanted.co.kr/wd/109154,www.kpxdx.com/
